Species,Family,Signal_Type,Fppeak,Fp_mean_K,Fp_max,Fp_min,Dur,IPI,Data
Miniopterus aelleni,Miniopteridae,FM/QCF,50.883,59.1,67,44,4.442,79.084,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,47.373,53.233,56,42,5.249,97.018,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,48.171,52.032,53,44,4.207,61.15,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.963,57.099,54,41,3.414,108.902,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.925,54.069,55,43,2.927,94.209,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,47.059,49.344,52,43,3.955,138.073,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.026,57.502,63,43,3.286,93.345,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.874,53.257,53,45,3.092,124.676,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,57.258,60.031,66,49,3.32,59.205,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,57.933,61.328,70,53,3.049,106.525,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.76,58.29,56,41,3.257,111.711,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.874,56.164,55,44,2.912,77.355,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.077,50.522,56,45,2.755,69.793,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,48.104,55.099,63,39,3.699,91.4,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.953,57.209,64,43,3.481,76.059,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.869,55.168,65,43,2.657,46.24,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.931,57.807,58,43,3.601,79.732,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.125,53.66,53,41,3.708,139.153,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.084,57.611,53,39,3.889,80.38,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.926,60.448,81,40,4.002,78.868,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,47.18,47.825,53,43,3.198,97.45,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.88,57.149,57,40,2.616,105.877,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.931,56.433,55,42,3.459,90.536,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.863,58.317,86,44,2.578,82.757,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.995,56.322,54,44,3.165,121.651,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.122,58.214,59,41,3.27,122.947,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.077,55.239,77,46,2.147,110.631,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.136,53.537,54,44,2.931,94.425,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,48.97,52.016,55,44,2.875,120.57,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,53.996,58.778,66,43,3.231,89.672,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.851,58.591,64,43,2.746,78.22,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.798,58.601,94,43,3.042,76.923,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,54.162,63.468,103,43,2.475,46.672,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.949,60.482,61,40,2.285,51.858,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.869,61.881,90,48,2.589,58.124,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,58.001,61.125,98,43,2.226,52.92,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,53.038,61.724,63,46,3.05,81.461,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.928,46.1,54,45,2.564,95.722,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.835,56.652,66,41,2.231,50.994,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.015,55.363,64,44,2.881,116.249,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.019,48.952,52,43,3.066,89.239,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.023,58.558,59,43,2.539,68.712,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.067,55.732,61,44,2.238,50.346,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,54.97,61.071,66,44,3.123,55.315,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,55.058,61.437,92,44,2.119,91.4,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.866,55.933,53,44,3.081,75.194,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.987,53.008,60,40,2.504,70.657,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.311,54.61,56,44,3.199,81.677,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.953,55.511,59,40,2.447,58.124,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,53.985,56.765,67,41,2.03,121.651,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.799,55.026,56,47,3,70.441,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,52.913,52.774,61,47,3.129,65.255,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.839,62.349,64,46,2.749,45.592,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.875,59.253,90,39,3.869,55.748,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.972,59.244,63,44,2.578,46.672,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.987,55.591,56,44,2.732,87.727,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.026,57.872,65,44,3.03,65.687,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,53.152,61.596,63,46,2.384,74.546,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,55.017,61.947,64,48,3.09,64.823,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.828,51.725,73,45,2.058,78.652,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.919,54.945,62,43,3.006,85.134,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.148,54.574,62,46,3.148,65.255,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.795,59.369,56,46,3.124,67.632,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.982,52.718,55,44,2.519,82.757,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.933,52.873,52,44,2.968,91.832,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.865,39.338,54,44,2.126,97.234,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.119,60.362,68,41,2.913,65.687,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.021,54.199,53,43,3.39,72.818,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,52.079,54.585,62,47,2.573,138.721,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.057,58.634,89,45,3.498,137.424,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.12,59.252,62,42,2.94,97.666,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,58.946,58.138,83,41,2.07,53.155,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.247,58.5,91,41,2.637,65.903,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.852,49.972,54,44,2.259,144.987,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.771,53.458,62,38,2.772,57.26,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.018,55.627,61,42,2.181,88.591,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.955,52.609,53,43,2.897,126.837,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,52.015,56.005,77,44,2.307,61.798,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.97,51.596,52,43,3.023,84.486,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.885,54.999,55,44,2.327,92.264,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,54.116,58.142,71,44,2.775,54.667,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,48.941,51.089,66,44,3.896,100.043,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,52.965,57.867,63,45,2.33,82.757,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.193,53.813,52,43,3.916,105.229,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,48.291,51.279,51,44,4.117,97.666,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.898,53.126,65,47,2.223,156.655,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.055,53.391,60,43,2.762,88.375,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.826,52.39,55,45,3.922,128.565,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.147,59.836,90,34,3.512,85.134,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.925,54.991,64,44,3.232,59.421,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.114,54.317,58,43,3.602,162.273,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.306,54.794,53,46,2.784,67.632,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.227,51.508,53,45,2.746,54.341,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,48.933,45.752,52,44,2.931,54.667,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.059,56.888,84,44,3.017,118.41,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,52.851,56.876,62,45,2.303,48.185,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.909,58.868,88,45,3.496,103.716,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.102,54.284,63,44,2.047,54.235,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.3,40.668,55,44,2.39,87.943,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,54.06,52.388,57,45,2.027,155.359,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.106,49.94,52,45,2.213,86.214,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,54.996,62.5,67,46,2.003,66.984,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.115,50.385,59,44,3.292,76.491,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.845,52.553,55,45,3.297,100.259,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.207,51.809,54,45,2.323,76.491,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.158,53.835,60,46,2.805,67.416,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.166,51.321,54,44,3.516,79.3,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,64.085,60.457,80,43,2.116,124.681,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,58.961,59.65,71,43,2.404,45.184,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,54.009,60.409,64,56,2.039,49.713,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,57.109,61.206,66,44,2.511,60.776,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,54.034,53.034,77,47,2.366,69.285,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.958,48.149,62,47,2.716,83.449,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,51.144,52.652,73,47,2.893,132.446,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,54.027,56.731,69,45,2.862,68.52,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,51.296,54.965,84,45,3.985,82.3,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.077,59.323,92,44,4.007,74.262,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.887,55.321,56,45,4.146,127.853,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.912,56.156,86,41,3.358,66.606,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,49.959,50.972,56,45,4.129,68.903,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.929,59.685,87,43,3.217,60.481,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.912,52.626,55,46,3.534,73.496,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,55.116,58.293,89,46,2.684,57.419,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.901,49.884,58,43,3.714,74.262,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,55.063,56.695,62,45,2.542,75.41,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,51.114,54.667,57,45,3.97,76.176,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.89,50.562,64,45,2.486,124,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,51.24,53.598,64,46,2.593,64.309,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,54.936,58.157,80,47,3.684,69.668,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.113,54.587,59,44,2.499,61.63,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,51.042,55.355,55,43,2.913,45.935,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,51.957,51.657,58,44,2.625,59.716,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.259,55.796,86,43,3.39,66.606,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.869,53.283,63,46,2.621,55.122,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.139,55.054,61,42,3.25,184.889,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,53.971,53.526,64,39,4.253,79.238,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,54.176,59.952,84,44,3.399,62.395,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,51.016,56.695,63,45,4.024,78.472,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.867,55.364,59,45,2.966,62.012,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.968,53.739,62,44,3.936,66.606,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.002,52.137,67,44,2.92,72.348,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,51.077,52.585,63,44,2.866,66.233,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.101,53.99,55,44,3.312,71.199,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,55.951,57.32,80,44,2.077,45.935,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,53.988,57.708,87,42,2.197,620.498,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,54.965,57.058,74,40,2.149,65.84,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.173,54.185,67,48,2.257,140.867,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.213,54.891,63,44,2.641,64.692,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,51.038,54.662,81,44,2.546,82.683,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.917,54.118,64,43,2.247,64.309,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.023,57.338,79,47,2.76,63.926,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,54.07,57.99,60,39,3.38,212.832,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,52.089,53.557,57,46,2.624,84.98,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,51.826,54.489,60,46,2.8,64.39,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,55.1,59.27,88,39,2.477,58.567,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.886,54.239,57,43,2.205,68.903,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.875,54.463,60,44,3.632,70.051,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.043,54.121,61,44,3.419,60.481,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.042,57.425,87,36,2.415,53.208,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.829,56.949,84,41,2.724,80.386,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,51.986,55.247,81,45,2.947,130.149,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.993,56.44,55,38,2.989,58.95,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.912,52.801,56,41,2.814,88.808,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,53.963,53.617,73,42,3.157,77.324,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.834,53.568,62,44,4.899,61.247,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,51.115,52.994,55,44,4.036,79.238,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.1,53.414,66,44,4.189,75.41,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,52.96,56.474,59,40,3.926,75.41,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,54.863,54.035,59,42,4.223,76.558,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,50.928,53.14,61,42,4.239,84.214,complete
Miniopterus ambohitrensis,Miniopteridae,FM/QCF,54.99,55.7,63,43,3.412,37.896,complete
Miniopterus brachytragos,Miniopteridae,FM/QCF,57.297,61.125,68,55,2.992,29.421,complete
Miniopterus brachytragos,Miniopteridae,FM/QCF,64.788,47.511,68,56,3.391,29.42,complete
Miniopterus brachytragos,Miniopteridae,FM/QCF,64.121,63.126,68,56,2.593,29.674,complete
Miniopterus brachytragos,Miniopteridae,FM/QCF,62.998,62.82,70,54,2.394,30.338,complete
Miniopterus brachytragos,Miniopteridae,FM/QCF,58.152,60.749,67,52,2.194,41.893,complete
Miniopterus brachytragos,Miniopteridae,FM/QCF,59.91,63.206,77,53,2.114,50.471,complete
Miniopterus brachytragos,Miniopteridae,FM/QCF,60.853,61.899,66,49,2.294,80.395,complete
Miniopterus brachytragos,Miniopteridae,FM/QCF,65.979,65.571,92,48,1.995,55.059,complete
Miniopterus brachytragos,Miniopteridae,FM/QCF,64.037,64.595,89,54,1.696,58.65,complete
Miniopterus brachytragos,Miniopteridae,FM/QCF,50.038,54.746,55,43,2.096,67.926,complete
Miniopterus brachytragos,Miniopteridae,FM/QCF,59.963,61.859,77,42,3.136,67.727,complete
Miniopterus brachytragos,Miniopteridae,FM/QCF,57.843,61.09,78,43,3.276,67.727,complete
Miniopterus brachytragos,Miniopteridae,FM/QCF,60,62.77,88,49,2.593,44.985,complete
Miniopterus brachytragos,Miniopteridae,FM/QCF,59.047,61.529,65,44,2.12,73.612,complete
Miniopterus brachytragos,Miniopteridae,FM/QCF,59.049,61.968,88,49,2.294,64.735,complete
Miniopterus brachytragos,Miniopteridae,FM/QCF,50.964,56.594,53,42,2.103,46.481,complete
Miniopterus brachytragos,Miniopteridae,FM/QCF,62.943,63.534,90,48,0.1,49.474,complete
Miniopterus brachytragos,Miniopteridae,FM/QCF,65.014,64.511,89,56,1.795,50.471,complete
Miniopterus brachytragos,Miniopteridae,FM/QCF,60.91,64.708,90,52,1.995,31.22,complete
Miniopterus brachytragos,Miniopteridae,FM/QCF,60.926,62.817,83,48,1.795,37.704,complete
Miniopterus brachytragos,Miniopteridae,FM/QCF,59.95,61.115,79,47,2.095,41.693,complete
Miniopterus brachytragos,Miniopteridae,FM/QCF,57.022,63.325,78,47,2.372,99.246,complete
Miniopterus brachytragos,Miniopteridae,FM/QCF,60.967,65.075,86,48,2.041,95.157,complete
Miniopterus brachytragos,Miniopteridae,FM/QCF,59.11,62.594,82,53,1.396,42.092,complete
Miniopterus egeri,Miniopteridae,FM/QCF,64.242,62.143,82.031,44.922,2.215,54.91,complete
Miniopterus egeri,Miniopteridae,FM/QCF,60.304,61.823,82.031,44.922,2.557,53.214,complete
Miniopterus egeri,Miniopteridae,FM/QCF,62.804,61.928,80.078,44.922,2.08,59.797,complete
Miniopterus egeri,Miniopteridae,FM/QCF,62.736,61.886,80.078,44.922,2.213,56.396,complete
Miniopterus egeri,Miniopteridae,FM/QCF,62.187,62.243,89.844,48.875,2.46,68.026,complete
Miniopterus egeri,Miniopteridae,FM/QCF,60.904,60.903,89.844,46.875,2.088,63.38,complete
Miniopterus egeri,Miniopteridae,FM/QCF,62.203,62.097,87.891,46.875,2.088,63.38,complete
Miniopterus egeri,Miniopteridae,FM/QCF,64.333,65.418,82.031,44.922,2.191,64.402,complete
Miniopterus egeri,Miniopteridae,FM/QCF,62.427,63.956,91.797,46.875,2.281,54.91,complete
Miniopterus egeri,Miniopteridae,FM/QCF,62.604,64.982,93.75,44.922,3.371,77.838,complete
Miniopterus egeri,Miniopteridae,FM/QCF,62.703,65.51,82.031,44.922,2.483,60.021,complete
Miniopterus egeri,Miniopteridae,FM/QCF,62.769,64.067,80.078,46.875,2.629,70.244,complete
Miniopterus gleni,Miniopteridae,FM/QCF,42.161,39.809,49.5,36,2.658,93.345,complete
Miniopterus gleni,Miniopteridae,FM/QCF,43.477,48.541,51,36,2.591,73.682,complete
Miniopterus gleni,Miniopteridae,FM/QCF,40.301,39.534,51,36,3.245,115.817,complete
Miniopterus gleni,Miniopteridae,FM/QCF,39.077,46.397,46.5,34.5,2.996,78.868,complete
Miniopterus gleni,Miniopteridae,FM/QCF,40.824,42.524,52.5,36,3.79,83.405,complete
Miniopterus gleni,Miniopteridae,FM/QCF,41.903,45.783,48,36,3.562,127.701,complete
Miniopterus gleni,Miniopteridae,FM/QCF,42.067,48.323,51,34.5,2.965,49.049,complete
Miniopterus gleni,Miniopteridae,FM/QCF,40.248,44.058,46.5,34.5,3.414,121.435,complete
Miniopterus gleni,Miniopteridae,FM/QCF,46.98,51.707,63,42,4.146,110.847,complete
Miniopterus gleni,Miniopteridae,FM/QCF,40.446,40.953,54,36,2.014,303.592,complete
Miniopterus gleni,Miniopteridae,FM/QCF,43.458,49.701,57,33,2.766,31.822,complete
Miniopterus gleni,Miniopteridae,FM/QCF,40.707,46.394,55.5,34.5,3.602,62.073,complete
Miniopterus gleni,Miniopteridae,FM/QCF,41.904,48.754,48,34.5,2.479,56.573,complete
Miniopterus gleni,Miniopteridae,FM/QCF,40.61,43.957,58.5,34.5,2.855,68.359,complete
Miniopterus gleni,Miniopteridae,FM/QCF,40.247,39.632,54,36,2.206,96.645,complete
Miniopterus gleni,Miniopteridae,FM/QCF,43.487,44.688,60,34.5,2.406,61.876,complete
Miniopterus gleni,Miniopteridae,FM/QCF,41.986,43.974,54,34.5,2.597,62.858,complete
Miniopterus gleni,Miniopteridae,FM/QCF,42.041,46.34,52.5,37.5,3.037,105.681,complete
Miniopterus gleni,Miniopteridae,FM/QCF,41.915,46.567,46.5,36,3.562,49.108,complete
Miniopterus gleni,Miniopteridae,FM/QCF,40.348,50.055,49.5,34.5,3.632,150.664,complete
Miniopterus gleni,Miniopteridae,FM/QCF,40.764,43.202,58.5,36,3.06,76.609,complete
Miniopterus gleni,Miniopteridae,FM/QCF,42.01,44.646,49.5,36,2.445,114.913,complete
Miniopterus gleni,Miniopteridae,FM/QCF,43.433,51.969,51,34.5,2.313,38.108,complete
Miniopterus gleni,Miniopteridae,FM/QCF,40.499,46.079,45,34.5,2.958,57.555,complete
Miniopterus gleni,Miniopteridae,FM/QCF,40.205,40.155,54,36,2.351,171.289,complete
Miniopterus gleni,Miniopteridae,FM/QCF,40.744,50.736,57,33,2.83,35.751,complete
Miniopterus gleni,Miniopteridae,FM/QCF,40.465,41.324,48,36,2.181,74.252,complete
Miniopterus gleni,Miniopteridae,FM/QCF,41.964,50.683,54,34.5,2.744,55.394,complete
Miniopterus gleni,Miniopteridae,FM/QCF,40.356,41.678,46.5,34.5,3.583,89.966,complete
Miniopterus gleni,Miniopteridae,FM/QCF,41.032,42.962,45,36,2.154,98.806,complete
Miniopterus gleni,Miniopteridae,FM/QCF,43.409,44.077,51,33,2.991,37.715,complete
Miniopterus gleni,Miniopteridae,FM/QCF,40.352,41.346,49.5,34.5,3.925,82.502,complete
Miniopterus gleni,Miniopteridae,FM/QCF,40.611,42.421,46.5,34.5,2.506,51.858,complete
Miniopterus gleni,Miniopteridae,FM/QCF,43.213,46.535,49.5,34.5,2.141,62.858,complete
Miniopterus gleni,Miniopteridae,FM/QCF,41.822,50.33,46.5,34.5,2.464,81.323,complete
Miniopterus gleni,Miniopteridae,FM/QCF,41.965,45.136,48,36,2.434,48.715,complete
Miniopterus gleni,Miniopteridae,FM/QCF,41.945,52.452,54,34.5,2.287,30.251,complete
Miniopterus gleni,Miniopteridae,FM/QCF,40.696,44.757,48,33,2.983,61.483,complete
Miniopterus gleni,Miniopteridae,FM/QCF,40.608,50.889,52.5,34.5,2.747,72.68,complete
Miniopterus gleni,Miniopteridae,FM/QCF,40.778,41.274,55.5,36,2.109,81.127,complete
Miniopterus gleni,Miniopteridae,FM/QCF,43.291,49.185,49.5,34.5,3.012,33.394,complete
Miniopterus gleni,Miniopteridae,FM/QCF,41.885,42.833,51,34.5,2.537,59.323,complete
Miniopterus gleni,Miniopteridae,FM/QCF,40.63,42.785,52.5,36,3.733,99.395,complete
Miniopterus gleni,Miniopteridae,FM/QCF,41.986,51.986,51,33,2.274,33.001,complete
Miniopterus gleni,Miniopteridae,FM/QCF,42.101,53.6,72,34.5,2.891,85.448,complete
Miniopterus gleni,Miniopteridae,FM/QCF,42.233,53.433,49.5,34.5,2.364,52.448,complete
Miniopterus gleni,Miniopteridae,FM/QCF,57.88,61.811,65,47,2.256,91.538,complete
Miniopterus gleni,Miniopteridae,FM/QCF,41.028,43.4,55,36,2.425,163.432,complete
Miniopterus gleni,Miniopteridae,FM/QCF,41.097,45.26,53,36,2.686,98.806,complete
Miniopterus gleni,Miniopteridae,FM/QCF,41.939,43.813,63,35,3.184,93.306,complete
Miniopterus gleni,Miniopteridae,FM/QCF,41.953,44.127,53,36,2.963,81.716,complete
Miniopterus gleni,Miniopteridae,FM/QCF,43.089,48.299,50,36,2.431,73.269,complete
Miniopterus gleni,Miniopteridae,FM/QCF,42.865,47.076,52,34,2.382,67.769,complete
Miniopterus gleni,Miniopteridae,FM/QCF,42.073,45.179,49,36,2.689,69.93,complete
Miniopterus gleni,Miniopteridae,FM/QCF,41.222,42.118,48,37,2.563,75.627,complete
Miniopterus gleni,Miniopteridae,FM/QCF,40.846,41.913,54,36,2.213,86.823,complete
Miniopterus gleni,Miniopteridae,FM/QCF,42.016,44.372,45,37,2.421,81.323,complete
Miniopterus gleni,Miniopteridae,FM/QCF,41.777,43.038,51,36,3.208,94.681,complete
Miniopterus gleni,Miniopteridae,FM/QCF,42.001,47.244,45,35,3.032,67.376,complete
Miniopterus gleni,Miniopteridae,FM/QCF,41.976,47.745,49,35,2.988,59.126,complete
Miniopterus gleni,Miniopteridae,FM/QCF,40.989,43.262,53,37,3.876,107.449,complete
Miniopterus gleni,Miniopteridae,FM/QCF,41.097,43.195,50,35,2.379,82.305,complete
Miniopterus gleni,Miniopteridae,FM/QCF,41.014,43.683,47,35,2.937,72.287,complete
Miniopterus gleni,Miniopteridae,FM/QCF,41.138,45.638,45,35,3.664,64.037,complete
Miniopterus gleni,Miniopteridae,FM/QCF,58.89,60.188,63,53,3.233,53.626,complete
Miniopterus gleni,Miniopteridae,FM/QCF,41.835,42.271,52,34,2.247,48.715,complete
Miniopterus gleni,Miniopteridae,FM/QCF,40.053,42.562,43,36,3.772,205.076,complete
Miniopterus gleni,Miniopteridae,FM/QCF,41.845,50.524,52,34,2.1,57.162,complete
Miniopterus gleni,Miniopteridae,FM/QCF,42.928,47.975,54,34,2.314,49.305,complete
Miniopterus gleni,Miniopteridae,FM/QCF,42.059,46.796,56,35,3.108,49.501,complete
Miniopterus gleni,Miniopteridae,FM/QCF,41.922,52.505,55,34,2.1,55.787,complete
Miniopterus gleni,Miniopteridae,FM/QCF,42.976,49.424,54,35,2.256,65.805,complete
