Species,Family,Signal_Type,Fppeak,Fp_mean_K,Fp_max,Fp_min,Dur,IPI,Data
Macronycteris commersoni,Hipposideridae,CF/FM,64.8,,67.5,51.7,6,60,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64.5,,66.7,60,1,38,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64.5,,67.5,51,8,28,complete
Macronycteris commersoni,Hipposideridae,CF/FM,65.2,,66.7,51.7,9,74,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64.8,,67.1,53.6,14,36,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64.8,,66.7,51.7,12,93,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64.8,,67.5,53.2,20,46,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64.1,,66.7,55.1,12,50,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64.5,,67.5,54.3,8,46,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64.5,,67.5,54,14,30,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64.5,,66.7,49.8,14,44,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64.8,,66.7,51.3,18,81,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64.8,,66.7,51,20,40,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64.8,,67.1,50.6,14,98,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64.8,,67.1,55.1,17,40,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64.8,,67.1,52.5,20,100,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64.5,,67.5,49.8,25,41,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64.5,,67.1,54.3,24,104,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64.8,,67.8,51.3,22,70,complete
Macronycteris commersoni,Hipposideridae,CF/FM,65.2,,66.7,65.2,4,105,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64.8,,66.7,52.8,12,37,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64.8,,66.7,50.6,12,42,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64.1,,66.7,52.1,8,68,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64.5,,67.1,50.6,18,34,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64.5,,66.3,51.3,26,42,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64.1,,67.8,49.5,28,74,complete
Macronycteris commersoni,Hipposideridae,CF/FM,63.7,,67.1,54.7,12,70,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64.1,,66,52.5,21,88,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64.1,,66.7,51,10,128,complete
Macronycteris commersoni,Hipposideridae,CF/FM,63.3,,66.3,54,12,126,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64.1,,66.3,52.1,14,69,complete
Macronycteris commersoni,Hipposideridae,CF/FM,63.7,,67.1,49.8,1,97,complete
Macronycteris commersoni,Hipposideridae,CF/FM,63.3,,67.1,51,10,36,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62.6,,66.3,51,9,66,complete
Macronycteris commersoni,Hipposideridae,CF/FM,63.3,,66,51,10,37,complete
Macronycteris commersoni,Hipposideridae,CF/FM,63,,65.2,60.7,25,89,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62.6,,64.5,60.3,13,61,complete
Macronycteris commersoni,Hipposideridae,CF/FM,63,,65.6,61.1,20,186,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62.6,,65.2,60.7,1,66,complete
Macronycteris commersoni,Hipposideridae,CF/FM,63,,65.6,60.7,24,65,complete
Macronycteris commersoni,Hipposideridae,CF/FM,63,,65.6,61.1,20,56,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62.6,,65.2,60.3,10,116,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62.6,,64.8,61.1,29,41,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62.6,,64.8,60.3,2,104,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62.6,,64.5,60.7,22,46,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62.6,,64.5,61.1,1,77,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62.6,,65.2,61.5,1,58,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62.2,,64.5,61.1,20,42,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62.2,,65.2,60.7,20,60,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62.2,,64.1,60,17,54,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62.2,,64.5,60.3,25,52,complete
Macronycteris commersoni,Hipposideridae,CF/FM,61.8,,64.5,61.1,1,57,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62.2,,64.8,60.7,1,62,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62.2,,64.5,60.7,24,52,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62.2,,63.3,60,1,92,complete
Macronycteris commersoni,Hipposideridae,CF/FM,61.8,,63.7,60.7,28,92,complete
Macronycteris commersoni,Hipposideridae,CF/FM,63.7,,65.6,62.2,1,56,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64.1,,66,62.6,4,36,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64.1,,66,60.3,17,37,complete
Macronycteris commersoni,Hipposideridae,CF/FM,63.7,,66,60.3,2,68,complete
Macronycteris commersoni,Hipposideridae,CF/FM,63.3,,66,59.6,9,24,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64.1,,66,63,5,52,complete
Macronycteris commersoni,Hipposideridae,CF/FM,63.7,,66.7,61.1,6,65,complete
Macronycteris commersoni,Hipposideridae,CF/FM,63.7,,66,61.8,12,33,complete
Macronycteris commersoni,Hipposideridae,CF/FM,63.3,,65.6,61.8,21,86,complete
Macronycteris commersoni,Hipposideridae,CF/FM,63.7,,66,62.2,12,49,complete
Macronycteris commersoni,Hipposideridae,CF/FM,63.7,,66.7,51,16,88,complete
Macronycteris commersoni,Hipposideridae,CF/FM,63.3,,65.6,54.3,9,61,complete
Macronycteris commersoni,Hipposideridae,CF/FM,63,,67.5,55.8,18,89,complete
Macronycteris commersoni,Hipposideridae,CF/FM,63.3,,66.7,51,24,60,complete
Macronycteris commersoni,Hipposideridae,CF/FM,63.3,,64.8,61.8,4,93,complete
Macronycteris commersoni,Hipposideridae,CF/FM,63.3,,66,61.8,1,42,complete
Macronycteris commersoni,Hipposideridae,CF/FM,63,,66.3,61.1,1,53,complete
Macronycteris commersoni,Hipposideridae,CF/FM,63.3,,65.2,61.8,20,112,complete
Macronycteris commersoni,Hipposideridae,CF/FM,63,,65.2,61.5,9,150,complete
Macronycteris commersoni,Hipposideridae,CF/FM,63.3,,66,51,29,169,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,54,15.6,,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,56,15.1,97.7,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,54,8.4,60.4,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,74,56,8.4,67.3,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,74,54,8.4,79.6,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,50,17.9,45,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,72,52,18.4,,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,72,54,13,89.6,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,72,50,19.2,46,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,72,52,15.8,133.8,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,72,48,18.4,115.7,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,72,48,15.8,58.3,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,72,52,15.3,,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,72,52,13.8,152.8,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,72,56,14.8,53.5,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,72,56,14.8,171.7,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,72,48,21.5,,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,74,39,16.6,220.1,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,74,39,16.6,134.6,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,52,10.4,,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,50,19.4,39.9,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,74,54,10.4,77.8,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,72,52,19.7,91.9,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,78,52,21.2,61.1,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,74,37,19.2,52.2,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,72,44,17.1,91.6,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,72,54,14.3,,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,72,56,14.3,45.5,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,72,56,14.3,142.5,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,72,54,15.8,177.4,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,52,12.2,,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,74,54,12.2,43.7,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,54,12.2,61.1,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,52,12.2,41.7,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,74,52,12.5,88,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,74,50,12.5,52.7,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,74,50,13.5,40.1,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,52,14.3,60.4,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,74,50,13.5,,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,74,52,13,43.5,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,50,12.2,54.2,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,74,60,12.2,42.4,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,52,14.8,54.7,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,58,11,42.2,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,56,10.4,54.5,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,58,9.2,39.9,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,54,9.9,45.5,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,56,9.7,31.7,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,54,9.2,,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,52,14.3,29.4,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,48,16.6,29.4,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,56,9.2,59.9,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,48,9.4,30.2,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,76,60,15.6,,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,76,60,15.3,34.8,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,76,54,16.6,38.6,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,76,58,16.6,38.1,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,76,60,11.7,41.2,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,76,52,13.5,38.4,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,76,52,13.5,30.4,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,76,50,12.8,39.1,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,76,48,12.8,34,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,76,48,12.5,30.4,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,76,50,12.2,30.7,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,76,50,11.5,34.8,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,76,50,14.5,37.6,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,76,54,15.1,,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,76,54,14.8,37.1,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,76,56,15.6,39.6,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,76,58,15.6,49.6,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,74,60,16.6,42.2,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,76,60,14,50.4,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,76,60,14.8,43.5,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,74,60,19.7,,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,74,58,19.9,61.1,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,74,60,19.9,45.3,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,58,15.6,66.8,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,58,11,66.5,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,58,16.3,83.9,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,54,16.1,,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,74,58,17.9,37.6,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,74,52,15.6,52.9,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,74,54,18.1,50.1,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,56,16.6,48.1,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,58,15.6,49.9,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,56,6.4,43.7,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,58,17.9,39.4,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,56,18.1,56.8,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,74,56,20.7,55.8,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,78,58,15.8,,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,76,58,24.5,97.7,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,76,54,9.4,74.7,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,76,58,9.4,79.6,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,54,20.4,47.3,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,56,23,94.9,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,58,24.5,,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,58,20.9,75,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,58,17.6,92.4,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,74,58,17.6,69.6,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,58,14.3,60.1,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,58,19.4,106.4,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,72,54,14.3,,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,72,52,14,55.2,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,72,56,12.8,58.3,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,72,56,14.3,49.4,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,72,56,22,49.9,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,72,52,14,43.5,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,72,56,16.6,40.4,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,72,56,23.5,53.7,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,72,52,12.8,50.6,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,76,54,17.1,,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,74,54,15.3,68,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,52,17.4,80.8,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,74,58,17.4,57.8,complete
Macronycteris commersoni,Hipposideridae,CF/FM,66,,76,56,16.3,67.3,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,54,13.3,38.6,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,58,17.1,44.5,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,54,11.7,58.8,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,48,16.1,,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,74,48,15.6,55.2,complete
Macronycteris commersoni,Hipposideridae,CF/FM,60,,74,48,13,71.1,complete
Macronycteris commersoni,Hipposideridae,CF/FM,60,,74,46,13,54.2,complete
Macronycteris commersoni,Hipposideridae,CF/FM,60,,74,48,13,64.2,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,74,46,11.2,42.2,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,46,12,47.8,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,48,12,41.7,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,76,46,11.2,,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,52,15.3,41.4,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,50,15.1,66,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,74,52,14.8,48.6,complete
Macronycteris commersoni,Hipposideridae,CF/FM,62,,74,48,10.4,66.8,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,48,14,46.5,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,48,14.8,60.1,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,48,10.7,48.1,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,48,11.5,58.1,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,58,16.8,,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,58,14.3,42.7,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,56,11.5,34,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,58,13.8,43.2,complete
Macronycteris commersoni,Hipposideridae,CF/FM,64,,74,58,15.3,40.8,complete
Macronycteris cryptovalorona,Hipposideridae,CF/FM,64.482,64.401,70.313,48.828,9.408,20.083,complete
Macronycteris cryptovalorona,Hipposideridae,CF/FM,64.492,64.05,70.313,48.828,10.132,24.064,complete
Macronycteris cryptovalorona,Hipposideridae,CF/FM,64.588,64.475,70.313,50.781,10.856,36.367,complete
Macronycteris cryptovalorona,Hipposideridae,CF/FM,64.504,64.153,70.313,48.828,8.303,24.096,complete
Macronycteris cryptovalorona,Hipposideridae,CF/FM,64.229,64.223,72.266,54.688,12.14,70.244,complete
Macronycteris cryptovalorona,Hipposideridae,CF/FM,64.319,64.313,70.313,54.688,13.49,119.312,complete
Macronycteris cryptovalorona,Hipposideridae,CF/FM,64.324,64.321,70.313,56.641,11.959,40.598,complete
Macronycteris cryptovalorona,Hipposideridae,CF/FM,64.282,64.28,72.266,56.641,13.362,44.249,complete
Macronycteris cryptovalorona,Hipposideridae,CF/FM,64.248,64.246,74.219,54.688,7.666,38.408,complete
Macronycteris cryptovalorona,Hipposideridae,CF/FM,64.282,64.278,72.266,54.688,14.61,38.116,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.909,56.083,58.5,43.5,2.883,67.873,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.885,53.237,58.5,45,2.132,79.481,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.477,57.413,63,51.282,2.646,65.486,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.811,54.026,55.5,49.691,3.055,50.933,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.112,58.105,67.5,40.5,2.986,64.853,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,53.849,58.328,93,42,2.665,96.173,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,56.945,59.45,78,43.5,2.018,65.102,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,58.601,57.959,69,43.5,3.601,69.282,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,55.613,56.725,70.5,45,2.039,78.697,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,56.902,57.551,73.5,40.5,2.745,41.832,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.271,64.904,103.5,40.5,2.157,57.261,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.76,54.827,57,42,2.252,104.714,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.126,57.638,87,42,2.536,71.703,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,55.607,60.194,94.5,43.5,2.649,65.624,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.145,61.749,60,40.5,2.69,41.832,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.112,58.353,63,40.5,2.571,86.802,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.945,53.998,54,43.5,3.136,94.907,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.951,46.741,69,43.5,2.308,74.514,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.318,59.987,88.5,42,3.132,87.064,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.725,52.927,55.5,42,3.489,69.908,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.817,53.753,60,43.5,2.951,85.233,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.751,52.878,54,43.5,2.442,73.729,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,52.511,60.478,93,42,2.024,65.886,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.044,59.974,73.5,43.5,2.918,71.638,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.24,54.09,54,40.5,3.186,94.907,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.991,58.454,60,42,3.392,53.598,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.88,57.759,57,43.5,3.904,122.36,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.832,52.433,55.5,42,3.076,80.789,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,57.179,60.89,73.5,42,3.513,79.22,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,55.432,58.877,88.5,42,2.983,44.185,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.98,55.068,64.5,43.5,2.103,95.691,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,53.941,58.164,85.5,43.5,2.038,60.657,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.912,54.634,85.5,42,2.135,113.732,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,50.943,59.621,91.5,42,2.509,104.581,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.502,52.487,58.5,42,2.353,94.384,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,51.178,57.734,61.5,42,2.74,69.546,complete
Miniopterus aelleni,Miniopteridae,FM/QCF,49.78,59.083,60,42,3.041,93.6,complete
